,tweet_ids,tweets text,created_at,like_count,retweet_count,impression_count,toenglish,sentiment,percent
62,1781158522740519374,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 03:10:58+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
63,1781156585957695834,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 03:03:17+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
64,1781154889923780867,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 02:56:32+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
65,1781154230407205247,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",2024-04-19 02:53:55+00:00,0,48,0,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",Positive,92.16
66,1781154140284149803,"RT @Surya_thalaiva_: சிந்தித்து வாக்களிப்போம் மக்களே 💯

#தமிழகவெற்றிக்கழகம்‌ #GreatestOfAllTime @actorvijay
https://t.co/O2AEtKYh0y",2024-04-19 02:53:33+00:00,0,9,0,"RT @Surya_thalaiva_: Let's think and vote people 💯

#தமிழ்குவிட்டிக்கு஗்கும் #GreatestOfAllTime @actorvijay
https://t.co/O2AEtKYh0y",Positive,85.8
67,1781154130830192730,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 02:53:31+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
68,1781152087478579207,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",2024-04-19 02:45:24+00:00,0,48,0,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",Positive,92.16
69,1781152045573222739,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 02:45:14+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
70,1781151765154738413,"RT @MovieTamil4: Braking News 📰 

- #ThalapathyVijay will reach Chennai tonight for casting his vote tomorrow. 🤗
- #GreatestOfAllTime shoot…",2024-04-19 02:44:07+00:00,0,47,0,"RT @MovieTamil4: Braking News 📰 

- #ThalapathyVijay will reach Chennai tonight for casting his vote tomorrow. 🤗
- #GreatestOfAllTime shoot…",Positive,95.22
71,1781151206586593354,"RT @Surya_thalaiva_: சிந்தித்து வாக்களிப்போம் மக்களே 💯

#தமிழகவெற்றிக்கழகம்‌ #GreatestOfAllTime @actorvijay
https://t.co/O2AEtKYh0y",2024-04-19 02:41:54+00:00,0,9,0,"RT @Surya_thalaiva_: Let's think and vote people 💯

#தமிழ்குவிட்டிக்கு஗்கும் #GreatestOfAllTime @actorvijay
https://t.co/O2AEtKYh0y",Positive,85.8
72,1781150987220361436,"RT @Surya_thalaiva2: தமிழக வெற்றிக் கழகத்திற்கு மட்டுமே நம் வாக்கு 2026 💯

#GreatestOfAllTime @actorvijay
https://t.co/uoGuPHl1ma",2024-04-19 02:41:02+00:00,0,98,0,"RT @Surya_thalaiva2: Our vote is 2026 💯 only for Tamil Nadu Vetri Kazhagam

#GreatestOfAllTime @actorvijay
https://t.co/uoGuPHl1ma",Positive,81.57
73,1781149597240541622,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 02:35:30+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
74,1781148746681815246,"RT @isaac_editz_2: Sometimes I'm like literally Parthiban characterisation mood💯..I agree it
Too angry it's dangerous❤️‍🔥💯😳
All toxic frien…",2024-04-19 02:32:08+00:00,0,5,0,"RT @isaac_editz_2: Sometimes I'm like literally Parthiban characterisation mood💯..I agree it
Too angry it's dangerous❤️‍🔥💯😳
All toxic frien…",Negative,59.48
75,1781147932659712268,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",2024-04-19 02:28:53+00:00,0,48,0,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",Positive,92.16
76,1781147530967007286,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 02:27:18+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
77,1781147286460055766,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 02:26:19+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
78,1781146813053231421,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 02:24:26+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
79,1781145415808868763,"RT @TamilanKarthik_: Thank You @BTP_Offl Boyz For This Memorable Moments 😍❤❤
Love you all❤😍

@actorvijay 
@rajakumaari

 #Leo #GreatestOfAl…",2024-04-19 02:18:53+00:00,0,16,0,"RT @TamilanKarthik_: Thank You @BTP_Offl Boyz For This Memorable Moments 😍❤❤
Love you all❤😍

@actorvijay 
@rajakumaari

 #Leo #GreatestOfAl…",Positive,98.14
80,1781145186934174035,"RT @Surya_thalaiva2: தமிழக வெற்றிக் கழகத்திற்கு மட்டுமே நம் வாக்கு 2026 💯

#GreatestOfAllTime @actorvijay
https://t.co/uoGuPHl1ma",2024-04-19 02:17:59+00:00,0,98,0,"RT @Surya_thalaiva2: Our vote is 2026 💯 only for Tamil Nadu Vetri Kazhagam

#GreatestOfAllTime @actorvijay
https://t.co/uoGuPHl1ma",Positive,81.57
81,1781145062518477016,"RT @MovieTamil4: Braking News 📰 

- #ThalapathyVijay will reach Chennai tonight for casting his vote tomorrow. 🤗
- #GreatestOfAllTime shoot…",2024-04-19 02:17:29+00:00,0,47,0,"RT @MovieTamil4: Braking News 📰 

- #ThalapathyVijay will reach Chennai tonight for casting his vote tomorrow. 🤗
- #GreatestOfAllTime shoot…",Positive,95.22
82,1781144498527252769,"RT @VTMOffl: #Ghilli takes 325 screens alone in Tamil Nadu 💥

Historic Rerelease ever 🔥🔥🔥

#GreatestOfAllTime @actorvijay https://t.co/Wphq…",2024-04-19 02:15:15+00:00,0,15,0,"RT @VTMOffl: #Ghilli takes 325 screens alone in Tamil Nadu 💥

Historic Rerelease ever 🔥🔥🔥

#GreatestOfAllTime @actorvijay https://t.co/Wphq…",Positive,85.59
83,1781143606860099858,"RT @MovieTamil4: Braking News 📰 

- #ThalapathyVijay will reach Chennai tonight for casting his vote tomorrow. 🤗
- #GreatestOfAllTime shoot…",2024-04-19 02:11:42+00:00,0,47,0,"RT @MovieTamil4: Braking News 📰 

- #ThalapathyVijay will reach Chennai tonight for casting his vote tomorrow. 🤗
- #GreatestOfAllTime shoot…",Positive,95.22
84,1781138496432091641,"RT @TamilanKarthik_: Thank You @BTP_Offl Boyz For This Memorable Moments 😍❤❤
Love you all❤😍

@actorvijay 
@rajakumaari

 #Leo #GreatestOfAl…",2024-04-19 01:51:24+00:00,0,16,0,"RT @TamilanKarthik_: Thank You @BTP_Offl Boyz For This Memorable Moments 😍❤❤
Love you all❤😍

@actorvijay 
@rajakumaari

 #Leo #GreatestOfAl…",Positive,98.14
85,1781138258753376752,"RT @TamilanKarthik_: Ready To Fly...! ✈️✈️✈️
Ahmedabad To Bengaluru ❤😍

@actorvijay 
@rajakumaari
@IndiGo6E
 #Leo #GreatestOfAllTime #Sprea…",2024-04-19 01:50:27+00:00,0,12,0,"RT @TamilanKarthik_: Ready To Fly...! ✈️✈️✈️
Ahmedabad To Bengaluru ❤😍

@actorvijay
@rajakumaari
@IndiGo6E
 #Leo #GreatestOfAllTime #Sprea…",Positive,96.33
86,1781136956694618187,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 01:45:17+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
87,1781135619785441758,"RT @MovieTamil4: Braking News 📰 

- #ThalapathyVijay will reach Chennai tonight for casting his vote tomorrow. 🤗
- #GreatestOfAllTime shoot…",2024-04-19 01:39:58+00:00,0,47,0,"RT @MovieTamil4: Braking News 📰 

- #ThalapathyVijay will reach Chennai tonight for casting his vote tomorrow. 🤗
- #GreatestOfAllTime shoot…",Positive,95.22
88,1781134142664855823,"RT @ManuVijay99: ᴠᴇʟᴀʏᴜᴅʜᴀᴍ❤️

@actorvijay 

#ThalapathyVijay𓃵 #GreatestOfAllTime https://t.co/JBoJbrGKmy",2024-04-19 01:34:06+00:00,0,15,0,"RT @ManuVijay99: ᴠᴇʟᴀʏᴜᴅʜᴀᴍ❤️

@actorvijay

#ThalapathyVijay𓃵 #GreatestOfAllTime https://t.co/JBoJbrGKmy",Positive,95.42
89,1781133351426171299,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 01:30:57+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
90,1781133054008049708,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 01:29:46+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
91,1781132674352226480,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",2024-04-19 01:28:16+00:00,0,48,0,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",Positive,92.16
92,1781132309372285242,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",2024-04-19 01:26:49+00:00,0,48,0,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",Positive,92.16
93,1781130541372514705,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",2024-04-19 01:19:47+00:00,0,48,0,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",Positive,92.16
94,1781130274350436352,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 01:18:43+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
95,1781129888755572976,"RT @VTMOffl: #Ghilli takes 325 screens alone in Tamil Nadu 💥

Historic Rerelease ever 🔥🔥🔥

#GreatestOfAllTime @actorvijay https://t.co/Wphq…",2024-04-19 01:17:11+00:00,0,15,0,"RT @VTMOffl: #Ghilli takes 325 screens alone in Tamil Nadu 💥

Historic Rerelease ever 🔥🔥🔥

#GreatestOfAllTime @actorvijay https://t.co/Wphq…",Positive,85.59
96,1781128661200224336,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 01:12:19+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
97,1781128409130860770,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",2024-04-19 01:11:19+00:00,0,48,0,"RT @VTMOffl: Wait for king Thalapathy @actorvijay entry 🥵🔥🔥

#GreatestOfAllTime  #GhilliReRelease 
https://t.co/8egc1T3Hfm",Positive,92.16
98,1781127549474451718,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 01:07:54+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
99,1781127377097249036,"RT @Surya_thalaiva2: நாளைய முதலமைச்சர் இன்று வாக்களிக்க போகிறார் 🔥

#GreatestOfAllTime @Actorvijay 
https://t.co/b82RMIDpag",2024-04-19 01:07:13+00:00,0,29,0,"RT @Surya_thalaiva2: Tomorrow's Chief Minister is going to vote today 🔥

#GreatestOfAllTime @Actorvijay
https://t.co/b82RMIDpag",Positive,90.74
