,tweet_ids,tweets text,created_at,like_count,retweet_count,impression_count,userid,toenglish,sentiment,percent
255,1785626114607751537,"RT @lsmlpoosai: மனைவி அமைவதெல்லாம் இறைவன் கொடுத்த வரம் ❤️💖👑

#HBDAjithKumar #AjithKumar #hbdayajithkumar #vidamuyarchi #GoodBadUgly https:/…",2024-05-01 11:03:35+00:00,0,19,0,912280932509401089,"RT @lsmlpoosai: Being a wife is a gift from God ❤️💖👑

#HBDAjithKumar #AjithKumar #hbdayajithkumar #vidamuyarchi #GoodBadUgly https://…",Positive,93.08999999999999
256,1785625768481128516,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 11:02:13+00:00,0,333,0,1020158558757797888,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
257,1785625766216253466,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 11:02:12+00:00,0,82,0,2974792602,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
258,1785625585022128161,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 11:01:29+00:00,0,266,0,1154401229109260290,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
259,1785625581343678857,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 11:01:28+00:00,0,266,0,1827778807,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
260,1785624719456104851,"RT @Vijay_bastard: ஒரு தளபதி ரசிகனா சொல்றேன்.. ம்மாள இதான்டா ரீ ரிலீஸ் uhh 💥💥🔥🔥🥵🥵

#DheenaReRelease #Vidamuyarchi #GOAT #HBD https://t.co/Q…",2024-05-01 10:58:03+00:00,0,6,0,811244132,"RT @Vijay_bastard: As a Thalapathy fan I say.. Mmala itanda re release uhh 💥💥🔥🔥🥵🥵

#DheenaReRelease #Vidamuyarchi #GOAT #HBD https://t.co/Q…",Positive,92.66
261,1785623807216214118,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:54:25+00:00,0,333,0,988159954547757056,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
262,1785623655566954737,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:53:49+00:00,0,333,0,4198076899,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
263,1785623626307490114,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 10:53:42+00:00,0,266,0,215307087,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
264,1785623447022002575,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 10:52:59+00:00,0,266,0,1769171393063645184,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
265,1785623037775344118,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:51:22+00:00,0,333,0,1659787416163713027,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
266,1785622944120799472,"RT @SSMusicTweet: Gama Gama Samayal 😋
.
#AK #Ajith #AjithKumar #Vidamuyarchi #GoodBadUgly #SSMusic https://t.co/HOR5mIr6Jn",2024-05-01 10:50:59+00:00,0,73,0,947822169005817856,"RT @SSMusicTweet: Gama Gama Samayal 😋
.
#AK #Ajith #AjithKumar #Vidamuyarchi #GoodBadUgly #SSMusic https://t.co/HOR5mIr6Jn",Positive,86.1
267,1785622719679414576,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:50:06+00:00,0,333,0,1582940554706710528,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
268,1785622431954288718,"RT @Vijay_bastard: ஒரு தளபதி ரசிகனா சொல்றேன்.. ம்மாள இதான்டா ரீ ரிலீஸ் uhh 💥💥🔥🔥🥵🥵

#DheenaReRelease #Vidamuyarchi #GOAT #HBD https://t.co/Q…",2024-05-01 10:48:57+00:00,0,6,0,1288042769127104513,"RT @Vijay_bastard: As a Thalapathy fan I say.. Mmala itanda re release uhh 💥💥🔥🔥🥵🥵

#DheenaReRelease #Vidamuyarchi #GOAT #HBD https://t.co/Q…",Positive,92.66
269,1785622285145288718,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:48:22+00:00,0,333,0,1142436827481034752,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
270,1785622154454999202,"RT @Vijay_bastard: ஒரு தளபதி ரசிகனா சொல்றேன்.. ம்மாள இதான்டா ரீ ரிலீஸ் uhh 💥💥🔥🔥🥵🥵

#DheenaReRelease #Vidamuyarchi #GOAT #HBD https://t.co/Q…",2024-05-01 10:47:51+00:00,0,6,0,1706674357525962752,"RT @Vijay_bastard: As a Thalapathy fan I say.. Mmala itanda re release uhh 💥💥🔥🔥🥵🥵

#DheenaReRelease #Vidamuyarchi #GOAT #HBD https://t.co/Q…",Positive,92.66
271,1785622062893330518,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 10:47:29+00:00,0,266,0,4668323239,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
272,1785622045692395661,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:47:25+00:00,0,333,0,839216264,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
273,1785621825231503450,"RT @Vijay_bastard: ஒரு தளபதி ரசிகனா சொல்றேன்.. ம்மாள இதான்டா ரீ ரிலீஸ் uhh 💥💥🔥🔥🥵🥵

#DheenaReRelease #Vidamuyarchi #GOAT #HBD https://t.co/Q…",2024-05-01 10:46:33+00:00,0,6,0,871282174804111360,"RT @Vijay_bastard: As a Thalapathy fan I say.. Mmala itanda re release uhh 💥💥🔥🔥🥵🥵

#DheenaReRelease #Vidamuyarchi #GOAT #HBD https://t.co/Q…",Positive,92.66
274,1785621718251536644,"RT @Vijay_bastard: ஒரு தளபதி ரசிகனா சொல்றேன்.. ம்மாள இதான்டா ரீ ரிலீஸ் uhh 💥💥🔥🔥🥵🥵

#DheenaReRelease #Vidamuyarchi #GOAT #HBD https://t.co/Q…",2024-05-01 10:46:07+00:00,0,6,0,1568577705360359424,"RT @Vijay_bastard: As a Thalapathy fan I say.. Mmala itanda re release uhh 💥💥🔥🔥🥵🥵

#DheenaReRelease #Vidamuyarchi #GOAT #HBD https://t.co/Q…",Positive,92.66
275,1785621682558029919,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 10:45:59+00:00,0,82,0,1366994226316120065,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
276,1785621681664606366,"ஒரு தளபதி ரசிகனா சொல்றேன்.. ம்மாள இதான்டா ரீ ரிலீஸ் uhh 💥💥🔥🔥🥵🥵

#DheenaReRelease #Vidamuyarchi #GOAT #HBD https://t.co/Qv7Bacgnhh",2024-05-01 10:45:58+00:00,8,6,630,1568577705360359424,"As a Thalapathy fan I say.. Mmala itanda re release uhh 💥💥🔥🔥🥵🥵

#DheenaReRelease #Vidamuyarchi #GOAT #HBD https://t.co/Qv7Bacgnhh",Positive,91.73
277,1785621497345884239,"RT @TechbroSriram: For My Man!🛐❤️‍🔥
#AjithKumar #Ajithkumar𓃵 #ThalaAjith #Dheena #DheenaReRelease #HBDAjithKumar #HBDThala #HBDAK #HBDAjith…",2024-05-01 10:45:14+00:00,0,2,0,1260196623851765763,"RT @TechbroSriram: For My Man!🛐❤️‍🔥
#AjithKumar #Ajithkumar𓃵 #ThalaAjith #Dheena #DheenaReRelease #HBDAjithKumar #HBDThala #HBDAK #HBDAjith…",Positive,95.25
278,1785621389489434867,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:44:49+00:00,0,333,0,1752947382625673216,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
279,1785621069983813852,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 10:43:32+00:00,0,266,0,1557225305705676802,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
280,1785620761442734577,@SureshChandraa #ThalaAjithKumar #vidamuyarchi #birthday #Special #Work #Drawing #Rice #Artwork @Thalafansml @TFC_mass @TrendsAjith @AjithUKFans @AjithFCMadurai @AjithkumarOffll @AjithKumarArmy @ThalaAjith_FC @ShaliniAjithK @tvl_Ajithfc @AKFansOnline https://t.co/ZaPquYjfGF,2024-05-01 10:42:19+00:00,0,0,32,1219906019267997696,@SureshChandraa #ThalaAjithKumar #vidamuyarchi #birthday #Special #Work #Drawing #Rice #Artwork @Thalafansml @TFC_mass @TrendsAjith @AjithUKFans @AjithFCMadurai @AjithkumarOffll @AjithKumarArmy @ThalaAjith_FC @ShaliniAjithK @tvl_Ajithfc @AKFansOnline https://t.co/ZaPquYjfGF,Positive,66.41
281,1785620137212891633,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:39:50+00:00,0,333,0,3008897316,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
282,1785619925098168340,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:39:00+00:00,0,333,0,2957697194,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
283,1785618318918865247,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 10:32:37+00:00,0,266,0,976307986338480128,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
284,1785617276408037804,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:28:28+00:00,0,333,0,1188827424177287168,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
285,1785617001022418946,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:27:22+00:00,0,333,0,1009770727392796673,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
286,1785616989438022039,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 10:27:20+00:00,0,82,0,1256435488363175937,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
287,1785616618015600874,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:25:51+00:00,0,333,0,803609626012884992,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
288,1785616181891907638,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 10:24:07+00:00,0,82,0,1472098253269127171,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
289,1785616117555495297,"RT @lsmlpoosai: மனைவி அமைவதெல்லாம் இறைவன் கொடுத்த வரம் ❤️💖👑

#HBDAjithKumar #AjithKumar #hbdayajithkumar #vidamuyarchi #GoodBadUgly https:/…",2024-05-01 10:23:52+00:00,0,19,0,1237016538785308672,"RT @lsmlpoosai: Being a wife is a gift from God ❤️💖👑

#HBDAjithKumar #AjithKumar #hbdayajithkumar #vidamuyarchi #GoodBadUgly https://…",Positive,93.08999999999999
290,1785616005911515573,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 10:23:25+00:00,0,266,0,1672934737365831681,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
291,1785615971715371072,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 10:23:17+00:00,0,82,0,1188827424177287168,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
292,1785615545070710816,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 10:21:35+00:00,0,266,0,1127924764247449600,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
293,1785614971306758427,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 10:19:18+00:00,0,82,0,1069783655755612161,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
294,1785614590082158741,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:17:48+00:00,0,333,0,1588358157042352128,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
295,1785614022676820195,@TheVetriCinemas Madurai🔥 #DheenaReRelease #HBDAjithKumar #vidamuyarchi #GoodBagUgly https://t.co/cL0UvibOOU,2024-05-01 10:15:32+00:00,0,0,139,1468949440094294021,@TheVetriCinemas Madurai🔥 #DheenaReRelease #HBDAjithKumar #vidamuyarchi #GoodBagUgly https://t.co/cL0UvibOOU,Positive,90.93
296,1785613956394131585,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 10:15:16+00:00,0,82,0,1254690907745468419,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
297,1785613854560735636,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 10:14:52+00:00,0,82,0,1034716665664004096,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
298,1785613831496253763,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 10:14:47+00:00,0,82,0,1377606186497761281,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
299,1785613780459876528,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:14:35+00:00,0,333,0,1709525132585390080,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
300,1785613599928717592,"RT @lsmlpoosai: மனைவி அமைவதெல்லாம் இறைவன் கொடுத்த வரம் ❤️💖👑

#HBDAjithKumar #AjithKumar #hbdayajithkumar #vidamuyarchi #GoodBadUgly https:/…",2024-05-01 10:13:51+00:00,0,19,0,1741509555882991616,"RT @lsmlpoosai: Being a wife is a gift from God ❤️💖👑

#HBDAjithKumar #AjithKumar #hbdayajithkumar #vidamuyarchi #GoodBadUgly https://…",Positive,93.08999999999999
301,1785613227575087201,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:12:23+00:00,0,333,0,2657092562,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
302,1785612981528858896,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:11:24+00:00,0,333,0,3305718824,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
303,1785612790234775692,"Still ruling the ⏯️ playlist with same vibes ... Once a decade Song this is 
Man of mass #HBDAjithKumar  #Ajith  #AK #vidamuyarchi  #GoodBagUgly   @TFC_mass https://t.co/r4fhGS8oow",2024-05-01 10:10:38+00:00,0,0,113,2478966306,"Still ruling the ⏯️ playlist with same vibes ... Once a decade Song this is 
Man of mass #HBDAjithKumar  #Ajith  #AK #vidamuyarchi  #GoodBagUgly   @TFC_mass https://t.co/r4fhGS8oow",Positive,62.82
304,1785611992247795868,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:07:28+00:00,0,333,0,1527877943355068417,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
305,1785611845690442219,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 10:06:53+00:00,0,266,0,418661895,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
306,1785611775121166843,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:06:36+00:00,0,333,0,1465022571951398912,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
307,1785611383461274001,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 10:05:03+00:00,0,82,0,1741509555882991616,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
308,1785611300028153922,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 10:04:43+00:00,0,82,0,156910888,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
309,1785611101067260165,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:03:56+00:00,0,333,0,1407836508548046851,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
310,1785610982695506368,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:03:27+00:00,0,333,0,2833670786,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
311,1785610936344363205,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 10:03:16+00:00,0,333,0,1708385794506047488,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
312,1785610766944756058,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 10:02:36+00:00,0,82,0,1072053440925204480,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
313,1785610543673589897,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 10:01:43+00:00,0,82,0,767203090709684225,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
314,1785610213267030175,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 10:00:24+00:00,0,266,0,52671994,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
315,1785610124666769511,Ajith BirthDay Gift #Ajith #AK #Shalini #vidamuyarchi https://t.co/zYUDrRqENt,2024-05-01 10:00:03+00:00,2,0,106,1141926277596626944,Ajith BirthDay Gift #Ajith #AK #Shalini #vidamuyarchi https://t.co/zYUDrRqENt,Positive,95.19
316,1785609438273183772,"@vj_archana_ @TheDhaadiBoy 

#vjarchana #pradeepantony
#vidamuyarchi #srchafreen #HappyBirthdayAnushkaSharma #VidaaMuyarachi https://t.co/YL8jPVxr3m",2024-05-01 09:57:19+00:00,0,0,371,1708817388777639936,"@vj_archana_ @TheDhaadiBoy

#vjarchana #pradeepantony
#vidamuyarchi #srchafreen #HappyBirthdayAnushkaSharma #VidaaMuyarachi https://t.co/YL8jPVxr3m",Positive,92.75
317,1785609327795126307,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",2024-05-01 09:56:53+00:00,0,266,0,2957487126,"RT @KasthuriShankar: No pretence, no pretension.
No politics, no tension.
No make up, never ever give up !!! 
#vidamuyarchi 

100% reality,…",Negative,73.14
318,1785609263957913661,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 09:56:38+00:00,0,333,0,1382710153103826951,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
319,1785609119476695461,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 09:56:03+00:00,0,82,0,1146164533607579648,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
320,1785609041039028249,"RT @AJITHfan4u: AK Dharisanam at Kasi  💥💥💥

@kasi_theatre

#HBDAjithKumar #VidaMuyarchi https://t.co/4YPpVg01bF",2024-05-01 09:55:45+00:00,0,82,0,1551550112777789441,"RT @AJITHfan4u: I'm not sure what to do with my life

@but_theatre

#HBDAjithKumar #ExperienceLife https://t.co/4YPpVg01bF",Neutral,74.53
321,1785608970100691183,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 09:55:28+00:00,0,333,0,1136115343070380032,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
322,1785608847098597518,RT @GKcinemas: முயற்சி செய்தா சமயத்துல முதுகு தாங்கும் இமயத்தையே🔥🔥🔥 A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,2024-05-01 09:54:58+00:00,0,333,0,486808960,RT @GKcinemas: A line that inspires everyday 🤩 Happy birthday #AK 🧨 Cannot wait for #V…,Positive,98.54
